run_id,summary_path,config_path,repetitions_run,customer_customer_weight,customer_item_weight,normalize_customer_customer,normalize_customer_item,beta,ndcg_at_k_mean,ndcg_at_k_std,recall_at_k_mean,recall_at_k_std,mrr_at_k_mean,mrr_at_k_std
run_0012,C:\Users\lovro\Desktop\hackatoni\LUMEN2026\classic_methods\output_search\embedding_distance_katz_search\20260411_210758\run_0012\validation_summary.json,C:\Users\lovro\Desktop\hackatoni\LUMEN2026\classic_methods\config\search_runtime\embedding_distance_katz_search\20260411_210758\run_0012\base.yaml,15,0.07,1.0,True,True,0.7,0.25993677445581764,0.09117681578830084,0.3533333333333334,0.11756794725698934,0.23037962962962963,0.08536106086200101
run_0008,C:\Users\lovro\Desktop\hackatoni\LUMEN2026\classic_methods\output_search\embedding_distance_katz_search\20260411_210758\run_0008\validation_summary.json,C:\Users\lovro\Desktop\hackatoni\LUMEN2026\classic_methods\config\search_runtime\embedding_distance_katz_search\20260411_210758\run_0008\base.yaml,15,0.04,1.0,True,True,0.7,0.25925513958996577,0.09425135715476696,0.3566666666666667,0.11953614051360739,0.22830820105820104,0.08914040806042091
run_0007,C:\Users\lovro\Desktop\hackatoni\LUMEN2026\classic_methods\output_search\embedding_distance_katz_search\20260411_210758\run_0007\validation_summary.json,C:\Users\lovro\Desktop\hackatoni\LUMEN2026\classic_methods\config\search_runtime\embedding_distance_katz_search\20260411_210758\run_0007\base.yaml,15,0.04,1.0,True,True,0.8,0.25867173819424566,0.08462074225712321,0.36333333333333334,0.09910712498212337,0.22610449735449736,0.08258726233016173
run_0011,C:\Users\lovro\Desktop\hackatoni\LUMEN2026\classic_methods\output_search\embedding_distance_katz_search\20260411_210758\run_0011\validation_summary.json,C:\Users\lovro\Desktop\hackatoni\LUMEN2026\classic_methods\config\search_runtime\embedding_distance_katz_search\20260411_210758\run_0011\base.yaml,15,0.07,1.0,True,True,0.8,0.25517280448616886,0.08239603650752896,0.3533333333333334,0.10402991022884824,0.2245952380952381,0.07915280102945675
run_0002,C:\Users\lovro\Desktop\hackatoni\LUMEN2026\classic_methods\output_search\embedding_distance_katz_search\20260411_210758\run_0002\validation_summary.json,C:\Users\lovro\Desktop\hackatoni\LUMEN2026\classic_methods\config\search_runtime\embedding_distance_katz_search\20260411_210758\run_0002\base.yaml,15,0.02,1.0,True,True,0.9,0.2534994825393035,0.07738957662469872,0.36333333333333334,0.1024152766382481,0.2201587301587302,0.07466412678064581
run_0003,C:\Users\lovro\Desktop\hackatoni\LUMEN2026\classic_methods\output_search\embedding_distance_katz_search\20260411_210758\run_0003\validation_summary.json,C:\Users\lovro\Desktop\hackatoni\LUMEN2026\classic_methods\config\search_runtime\embedding_distance_katz_search\20260411_210758\run_0003\base.yaml,15,0.02,1.0,True,True,0.8,0.25346099845261477,0.08026671024911786,0.3566666666666667,0.10624918300339485,0.22136375661375665,0.07432957805207428
run_0004,C:\Users\lovro\Desktop\hackatoni\LUMEN2026\classic_methods\output_search\embedding_distance_katz_search\20260411_210758\run_0004\validation_summary.json,C:\Users\lovro\Desktop\hackatoni\LUMEN2026\classic_methods\config\search_runtime\embedding_distance_katz_search\20260411_210758\run_0004\base.yaml,15,0.02,1.0,True,True,0.7,0.25344277389569675,0.08800888102701948,0.3566666666666667,0.10624918300339486,0.22099735449735453,0.08482107242311031
run_0006,C:\Users\lovro\Desktop\hackatoni\LUMEN2026\classic_methods\output_search\embedding_distance_katz_search\20260411_210758\run_0006\validation_summary.json,C:\Users\lovro\Desktop\hackatoni\LUMEN2026\classic_methods\config\search_runtime\embedding_distance_katz_search\20260411_210758\run_0006\base.yaml,15,0.04,1.0,True,True,0.9,0.2527964753411509,0.08541811508735257,0.3566666666666667,0.10306416555826871,0.2213478835978836,0.08621203076903551
run_0010,C:\Users\lovro\Desktop\hackatoni\LUMEN2026\classic_methods\output_search\embedding_distance_katz_search\20260411_210758\run_0010\validation_summary.json,C:\Users\lovro\Desktop\hackatoni\LUMEN2026\classic_methods\config\search_runtime\embedding_distance_katz_search\20260411_210758\run_0010\base.yaml,15,0.07,1.0,True,True,0.9,0.2507298563006504,0.08727307828009252,0.3566666666666667,0.11085526098877262,0.21831878306878305,0.08379847493440767
run_0001,C:\Users\lovro\Desktop\hackatoni\LUMEN2026\classic_methods\output_search\embedding_distance_katz_search\20260411_210758\run_0001\validation_summary.json,C:\Users\lovro\Desktop\hackatoni\LUMEN2026\classic_methods\config\search_runtime\embedding_distance_katz_search\20260411_210758\run_0001\base.yaml,15,0.02,1.0,True,True,0.95,0.2377574227426412,0.06216294278430221,0.3233333333333333,0.08339997335464536,0.21142195767195768,0.06126007777614817
run_0009,C:\Users\lovro\Desktop\hackatoni\LUMEN2026\classic_methods\output_search\embedding_distance_katz_search\20260411_210758\run_0009\validation_summary.json,C:\Users\lovro\Desktop\hackatoni\LUMEN2026\classic_methods\config\search_runtime\embedding_distance_katz_search\20260411_210758\run_0009\base.yaml,15,0.07,1.0,True,True,0.95,0.23747978385481866,0.07316545034121336,0.33333333333333326,0.08692269873603532,0.20791931216931217,0.07290220544309349
run_0005,C:\Users\lovro\Desktop\hackatoni\LUMEN2026\classic_methods\output_search\embedding_distance_katz_search\20260411_210758\run_0005\validation_summary.json,C:\Users\lovro\Desktop\hackatoni\LUMEN2026\classic_methods\config\search_runtime\embedding_distance_katz_search\20260411_210758\run_0005\base.yaml,15,0.04,1.0,True,True,0.95,0.23304103902439832,0.06923508495941495,0.33666666666666667,0.09213516640723503,0.20134920634920633,0.06589556333054503
